machine_id,date,datetime,time,year,month,day,hour,day_of_week,is_weekend,shift,severity,num_signals,has_comment,type_surchauffe,type_baisse_pression,type_vibration,type_bruit_mecanique,type_surconsommation,type_blocage_mecanique,type_alarme_capteur,type_arret_urgence,type_defaut_qualite,comment
MACH-01,2025-08-14,2025-08-14 23:28:00,23:28,2025,8,14,23,3,False,nuit,2,1,1,0,1,0,0,0,0,0,0,0,baisse pression hydraulique
MACH-01,2025-08-15,2025-08-15 23:28:00,23:28,2025,8,15,23,4,False,nuit,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite détectée — chute pression
MACH-01,2025-08-15,2025-08-15 23:49:00,23:49,2025,8,15,23,4,False,nuit,3,1,1,0,1,0,0,0,0,0,0,0,pression en dessous seuil critique
MACH-01,2025-08-16,2025-08-16 23:28:00,23:28,2025,8,16,23,5,True,nuit,4,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-01,2025-08-29,2025-08-29 00:50:00,00:50,2025,8,29,0,4,False,nuit,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-01,2025-08-30,2025-08-30 22:36:00,22:36,2025,8,30,22,5,True,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-01,2025-09-08,2025-09-08 22:30:00,22:30,2025,9,8,22,0,False,nuit,2,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-01,2025-09-09,2025-09-09 22:30:00,22:30,2025,9,9,22,1,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,balourd rotor confirmé
MACH-01,2025-09-09,2025-09-09 22:42:00,22:42,2025,9,9,22,1,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,balourd rotor confirmé
MACH-01,2025-09-10,2025-09-10 22:30:00,22:30,2025,9,10,22,2,False,nuit,4,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-01,2025-09-12,2025-09-12 22:44:00,22:44,2025,9,12,22,4,False,nuit,2,1,1,0,0,0,0,0,0,1,0,0,perte intermittente signal mesure
MACH-01,2025-09-13,2025-09-13 22:28:00,22:28,2025,9,13,22,5,True,nuit,3,1,1,0,0,0,0,0,0,1,0,0,signal capteur hors plage
MACH-01,2025-09-13,2025-09-13 22:44:00,22:44,2025,9,13,22,5,True,nuit,3,1,1,0,0,0,0,0,0,1,0,0,perte intermittente signal mesure
MACH-01,2025-09-14,2025-09-14 22:44:00,22:44,2025,9,14,22,6,True,nuit,4,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-01,2025-09-20,2025-09-20 03:07:00,03:07,2025,9,20,3,5,True,nuit,2,1,1,0,0,0,0,0,0,1,0,0,perte intermittente signal mesure
MACH-01,2025-09-20,2025-09-20 03:24:00,03:24,2025,9,20,3,5,True,nuit,2,1,1,0,0,0,0,0,0,1,0,0,alarme capteur active
MACH-01,2025-09-20,2025-09-20 22:07:00,22:07,2025,9,20,22,5,True,nuit,2,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-01,2025-09-20,2025-09-20 22:39:00,22:39,2025,9,20,22,5,True,nuit,2,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-01,2025-09-21,2025-09-21 03:05:00,03:05,2025,9,21,3,6,True,nuit,3,1,1,0,0,0,0,0,0,1,0,0,signal capteur hors plage
MACH-01,2025-09-21,2025-09-21 03:24:00,03:24,2025,9,21,3,6,True,nuit,3,1,1,0,0,0,0,0,0,1,0,0,défaut capteur confirmé
MACH-01,2025-09-21,2025-09-21 22:39:00,22:39,2025,9,21,22,6,True,nuit,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-01,2025-09-21,2025-09-21 22:42:00,22:42,2025,9,21,22,6,True,nuit,3,1,1,0,0,0,0,0,0,0,0,1,non-conformité dimensionnelle
MACH-01,2025-09-22,2025-09-22 03:24:00,03:24,2025,9,22,3,0,False,nuit,4,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-01,2025-09-22,2025-09-22 22:39:00,22:39,2025,9,22,22,0,False,nuit,4,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-01,2025-10-03,2025-10-03 16:28:00,16:28,2025,10,3,16,4,False,apres-midi,2,1,1,0,0,0,0,1,0,0,0,0,échauffement bobinage moteur
MACH-01,2025-10-04,2025-10-04 16:28:00,16:28,2025,10,4,16,5,True,apres-midi,3,1,1,0,0,0,0,1,0,0,0,0,échauffement bobinage moteur
MACH-01,2025-10-04,2025-10-04 16:32:00,16:32,2025,10,4,16,5,True,apres-midi,3,1,1,0,0,0,0,1,0,0,0,0,consommation hors plage nominale
MACH-01,2025-10-05,2025-10-05 16:28:00,16:28,2025,10,5,16,6,True,apres-midi,4,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-01,2025-10-09,2025-10-09 03:34:00,03:34,2025,10,9,3,3,False,nuit,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-01,2025-10-11,2025-10-11 16:25:00,16:25,2025,10,11,16,5,True,apres-midi,2,1,1,0,0,0,0,0,0,1,0,0,défaut capteur confirmé
MACH-01,2025-10-12,2025-10-12 16:25:00,16:25,2025,10,12,16,6,True,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,défaut capteur confirmé
MACH-01,2025-10-12,2025-10-12 16:42:00,16:42,2025,10,12,16,6,True,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,perte intermittente signal mesure
MACH-01,2025-10-12,2025-10-12 22:48:00,22:48,2025,10,12,22,6,True,nuit,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-01,2025-10-13,2025-10-13 16:25:00,16:25,2025,10,13,16,0,False,apres-midi,4,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-01,2025-10-23,2025-10-23 16:45:00,16:45,2025,10,23,16,3,False,apres-midi,3,1,1,1,0,0,0,0,0,0,0,0,chauffe anormale
MACH-01,2025-10-26,2025-10-26 00:17:00,00:17,2025,10,26,0,6,True,nuit,3,1,1,1,0,0,0,0,0,0,0,0,chauffe anormale
MACH-01,2025-11-02,2025-11-02 05:36:00,05:36,2025,11,2,5,6,True,nuit,3,1,1,1,0,0,0,0,0,0,0,0,chauffe anormale
MACH-01,2025-11-09,2025-11-09 20:02:00,20:02,2025,11,9,20,6,True,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,pièces hors tolérance — contrôle qualité
MACH-01,2025-11-14,2025-11-14 01:09:00,01:09,2025,11,14,1,4,False,nuit,2,1,1,0,0,0,0,0,0,1,0,0,signal capteur hors plage
MACH-01,2025-11-14,2025-11-14 01:14:00,01:14,2025,11,14,1,4,False,nuit,2,1,1,0,0,0,0,0,0,1,0,0,perte intermittente signal mesure
MACH-01,2025-11-15,2025-11-15 01:14:00,01:14,2025,11,15,1,5,True,nuit,3,1,1,0,0,0,0,0,0,1,0,0,signal capteur hors plage
MACH-01,2025-11-15,2025-11-15 01:35:00,01:35,2025,11,15,1,5,True,nuit,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur active
MACH-01,2025-11-16,2025-11-16 01:14:00,01:14,2025,11,16,1,6,True,nuit,4,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-01,2025-11-22,2025-11-22 20:48:00,20:48,2025,11,22,20,5,True,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-01,2025-12-04,2025-12-04 16:03:00,16:03,2025,12,4,16,3,False,apres-midi,2,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-01,2025-12-05,2025-12-05 16:03:00,16:03,2025,12,5,16,4,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-01,2025-12-05,2025-12-05 16:36:00,16:36,2025,12,5,16,4,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-01,2025-12-06,2025-12-06 16:03:00,16:03,2025,12,6,16,5,True,apres-midi,4,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-01,2025-12-06,2025-12-06 19:06:00,19:06,2025,12,6,19,5,True,apres-midi,2,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-01,2025-12-07,2025-12-07 19:06:00,19:06,2025,12,7,19,6,True,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-01,2025-12-07,2025-12-07 19:27:00,19:27,2025,12,7,19,6,True,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,pièces hors tolérance — contrôle qualité
MACH-01,2025-12-08,2025-12-08 19:06:00,19:06,2025,12,8,19,0,False,apres-midi,4,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-01,2025-12-10,2025-12-10 20:31:00,20:31,2025,12,10,20,2,False,apres-midi,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-01,2025-12-14,2025-12-14 18:33:00,18:33,2025,12,14,18,6,True,apres-midi,2,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-01,2025-12-14,2025-12-14 18:54:00,18:54,2025,12,14,18,6,True,apres-midi,2,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-01,2025-12-15,2025-12-15 18:31:00,18:31,2025,12,15,18,0,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-01,2025-12-15,2025-12-15 18:33:00,18:33,2025,12,15,18,0,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,pièces hors tolérance — contrôle qualité
MACH-01,2025-12-16,2025-12-16 18:33:00,18:33,2025,12,16,18,1,False,apres-midi,4,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-01,2026-01-01,2026-01-01 11:33:00,11:33,2026,1,1,11,3,False,matin,2,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-01,2026-01-02,2026-01-02 11:24:00,11:24,2026,1,2,11,4,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-01,2026-01-02,2026-01-02 11:33:00,11:33,2026,1,2,11,4,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,choc sur transmission
MACH-01,2026-01-03,2026-01-03 11:33:00,11:33,2026,1,3,11,5,True,matin,4,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-01,2026-01-08,2026-01-08 18:36:00,18:36,2026,1,8,18,3,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,pièces hors tolérance — contrôle qualité
MACH-01,2026-01-12,2026-01-12 21:36:00,21:36,2026,1,12,21,0,False,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-01,2026-01-17,2026-01-17 16:53:00,16:53,2026,1,17,16,5,True,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-01,2026-01-21,2026-01-21 15:29:00,15:29,2026,1,21,15,2,False,apres-midi,2,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-01,2026-01-21,2026-01-21 15:30:00,15:30,2026,1,21,15,2,False,apres-midi,2,1,1,0,0,0,1,0,0,0,0,0,choc sur transmission
MACH-01,2026-01-22,2026-01-22 15:18:00,15:18,2026,1,22,15,3,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-01,2026-01-22,2026-01-22 15:29:00,15:29,2026,1,22,15,3,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-01,2026-01-23,2026-01-23 13:05:00,13:05,2026,1,23,13,4,False,matin,2,1,1,0,1,0,0,0,0,0,0,0,circuit hydraulique en défaut
MACH-01,2026-01-23,2026-01-23 15:29:00,15:29,2026,1,23,15,4,False,apres-midi,4,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-01,2026-01-24,2026-01-24 13:04:00,13:04,2026,1,24,13,5,True,matin,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite détectée — chute pression
MACH-01,2026-01-24,2026-01-24 13:05:00,13:05,2026,1,24,13,5,True,matin,3,1,1,0,1,0,0,0,0,0,0,0,baisse pression hydraulique
MACH-01,2026-01-25,2026-01-25 13:05:00,13:05,2026,1,25,13,6,True,matin,4,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-01,2026-01-25,2026-01-25 13:16:00,13:16,2026,1,25,13,6,True,matin,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-01,2026-02-13,2026-02-13 07:01:00,07:01,2026,2,13,7,4,False,matin,3,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-01,2026-02-14,2026-02-14 04:27:00,04:27,2026,2,14,4,5,True,nuit,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-01,2026-02-19,2026-02-19 15:57:00,15:57,2026,2,19,15,3,False,apres-midi,3,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-01,2026-03-02,2026-03-02 03:09:00,03:09,2026,3,2,3,0,False,nuit,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-01,2026-03-06,2026-03-06 01:11:00,01:11,2026,3,6,1,4,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-01,2026-03-09,2026-03-09 09:21:00,09:21,2026,3,9,9,0,False,matin,2,1,1,0,0,1,0,0,0,0,0,0,oscillations hors tolérance
MACH-01,2026-03-10,2026-03-10 09:21:00,09:21,2026,3,10,9,1,False,matin,3,1,1,0,0,1,0,0,0,0,0,0,oscillations hors tolérance
MACH-01,2026-03-10,2026-03-10 09:39:00,09:39,2026,3,10,9,1,False,matin,3,1,1,0,0,1,0,0,0,0,0,0,balourd rotor confirmé
MACH-01,2026-03-11,2026-03-11 09:21:00,09:21,2026,3,11,9,2,False,matin,4,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-01,2026-03-14,2026-03-14 21:31:00,21:31,2026,3,14,21,5,True,apres-midi,3,1,1,1,0,0,0,0,0,0,0,0,chauffe anormale
MACH-01,2026-03-17,2026-03-17 10:49:00,10:49,2026,3,17,10,1,False,matin,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-01,2026-03-20,2026-03-20 23:34:00,23:34,2026,3,20,23,4,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-01,2026-03-26,2026-03-26 08:23:00,08:23,2026,3,26,8,3,False,matin,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-01,2026-03-27,2026-03-27 09:20:00,09:20,2026,3,27,9,4,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-01,2026-03-30,2026-03-30 09:24:00,09:24,2026,3,30,9,0,False,matin,2,1,1,0,1,0,0,0,0,0,0,0,circuit hydraulique en défaut
MACH-01,2026-03-31,2026-03-31 09:24:00,09:24,2026,3,31,9,1,False,matin,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite détectée — chute pression
MACH-01,2026-03-31,2026-03-31 09:35:00,09:35,2026,3,31,9,1,False,matin,3,1,1,0,1,0,0,0,0,0,0,0,baisse pression hydraulique
MACH-01,2026-04-01,2026-04-01 09:24:00,09:24,2026,4,1,9,2,False,matin,4,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-01,2026-04-01,2026-04-01 20:16:00,20:16,2026,4,1,20,2,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-01,2026-04-15,2026-04-15 09:56:00,09:56,2026,4,15,9,2,False,matin,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-01,2026-04-29,2026-04-29 05:03:00,05:03,2026,4,29,5,2,False,nuit,2,1,1,0,0,0,0,1,0,0,0,0,pic courant anormal moteur
MACH-01,2026-04-30,2026-04-30 05:03:00,05:03,2026,4,30,5,3,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,pic courant anormal moteur
MACH-01,2026-04-30,2026-04-30 05:47:00,05:47,2026,4,30,5,3,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,consommation hors plage nominale
MACH-01,2026-05-01,2026-05-01 05:03:00,05:03,2026,5,1,5,4,False,nuit,4,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-01,2026-05-08,2026-05-08 18:43:00,18:43,2026,5,8,18,4,False,apres-midi,2,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-01,2026-05-09,2026-05-09 03:41:00,03:41,2026,5,9,3,5,True,nuit,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-01,2026-05-09,2026-05-09 18:43:00,18:43,2026,5,9,18,5,True,apres-midi,3,1,1,0,0,1,0,0,0,0,0,0,oscillations hors tolérance
MACH-01,2026-05-09,2026-05-09 18:45:00,18:45,2026,5,9,18,5,True,apres-midi,3,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-01,2026-05-10,2026-05-10 18:43:00,18:43,2026,5,10,18,6,True,apres-midi,4,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-02,2025-07-06,2025-07-06 11:12:00,11:12,2025,7,6,11,6,True,matin,2,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-02,2025-07-08,2025-07-08 19:46:00,19:46,2025,7,8,19,1,False,apres-midi,2,1,1,0,1,0,0,0,0,0,0,0,circuit hydraulique en défaut
MACH-02,2025-07-09,2025-07-09 19:46:00,19:46,2025,7,9,19,2,False,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,circuit hydraulique en défaut
MACH-02,2025-07-10,2025-07-10 19:46:00,19:46,2025,7,10,19,3,False,apres-midi,4,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-02,2025-07-18,2025-07-18 06:53:00,06:53,2025,7,18,6,4,False,matin,2,1,1,0,0,0,0,0,0,0,0,1,non-conformité dimensionnelle
MACH-02,2025-07-19,2025-07-19 06:53:00,06:53,2025,7,19,6,5,True,matin,3,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-02,2025-07-20,2025-07-20 06:53:00,06:53,2025,7,20,6,6,True,matin,4,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-02,2025-08-14,2025-08-14 13:55:00,13:55,2025,8,14,13,3,False,matin,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-02,2025-09-11,2025-09-11 19:10:00,19:10,2025,9,11,19,3,False,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-02,2025-10-18,2025-10-18 20:26:00,20:26,2025,10,18,20,5,True,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-02,2025-12-09,2025-12-09 13:11:00,13:11,2025,12,9,13,1,False,matin,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-02,2025-12-12,2025-12-12 18:50:00,18:50,2025,12,12,18,4,False,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-02,2025-12-16,2025-12-16 12:10:00,12:10,2025,12,16,12,1,False,matin,2,1,1,0,1,0,0,0,0,0,0,0,circuit hydraulique en défaut
MACH-02,2025-12-17,2025-12-17 12:10:00,12:10,2025,12,17,12,2,False,matin,3,1,1,0,1,0,0,0,0,0,0,0,pression en dessous seuil critique
MACH-02,2025-12-17,2025-12-17 12:15:00,12:15,2025,12,17,12,2,False,matin,3,1,1,0,1,0,0,0,0,0,0,0,pression en dessous seuil critique
MACH-02,2025-12-17,2025-12-17 17:38:00,17:38,2025,12,17,17,2,False,apres-midi,3,1,1,1,0,0,0,0,0,0,0,0,chauffe anormale
MACH-02,2025-12-18,2025-12-18 12:10:00,12:10,2025,12,18,12,3,False,matin,4,2,1,0,1,0,0,0,0,0,1,0,micro-fuite / baisse pression + arrêt ligne
MACH-02,2025-12-19,2025-12-19 07:27:00,07:27,2025,12,19,7,4,False,matin,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-02,2025-12-19,2025-12-19 18:29:00,18:29,2025,12,19,18,4,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-02,2026-01-01,2026-01-01 11:53:00,11:53,2026,1,1,11,3,False,matin,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-02,2026-01-03,2026-01-03 19:20:00,19:20,2026,1,3,19,5,True,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-02,2026-01-27,2026-01-27 18:10:00,18:10,2026,1,27,18,1,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-02,2026-01-31,2026-01-31 02:49:00,02:49,2026,1,31,2,5,True,nuit,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-02,2026-03-11,2026-03-11 01:35:00,01:35,2026,3,11,1,2,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-02,2026-03-13,2026-03-13 02:54:00,02:54,2026,3,13,2,4,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-02,2026-03-24,2026-03-24 18:23:00,18:23,2026,3,24,18,1,False,apres-midi,3,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-02,2026-03-30,2026-03-30 05:24:00,05:24,2026,3,30,5,0,False,nuit,2,1,1,0,0,0,0,0,1,0,0,0,pièce bloquée convoyeur
MACH-02,2026-04-08,2026-04-08 08:55:00,08:55,2026,4,8,8,2,False,matin,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-02,2026-04-12,2026-04-12 03:55:00,03:55,2026,4,12,3,6,True,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-02,2026-05-16,2026-05-16 06:15:00,06:15,2026,5,16,6,5,True,matin,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-02,2026-06-02,2026-06-02 12:57:00,12:57,2026,6,2,12,1,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-06-10,2025-06-10 01:11:00,01:11,2025,6,10,1,1,False,nuit,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur active
MACH-03,2025-06-25,2025-06-25 05:43:00,05:43,2025,6,25,5,2,False,nuit,3,1,1,1,0,0,0,0,0,0,0,0,chauffe anormale
MACH-03,2025-06-25,2025-06-25 10:21:00,10:21,2025,6,25,10,2,False,matin,2,1,1,1,0,0,0,0,0,0,0,0,surchauffe capteur thermique
MACH-03,2025-06-25,2025-06-25 10:48:00,10:48,2025,6,25,10,2,False,matin,3,1,1,1,0,0,0,0,0,0,0,0,surchauffe capteur thermique
MACH-03,2025-06-26,2025-06-26 10:04:00,10:04,2025,6,26,10,3,False,matin,3,1,1,1,0,0,0,0,0,0,0,0,alerte température haute
MACH-03,2025-06-26,2025-06-26 10:21:00,10:21,2025,6,26,10,3,False,matin,3,1,1,1,0,0,0,0,0,0,0,0,température anormalement élevée
